"tweet.id"	"pub.date.GMT"	"content"	"dataset.author.name"	"dataset.author.nickname"	"rating.1"	"rating.2"	"rating.3"	"rating.4"	"rating.5"	"rating.6"	"rating.7"	"rating.8"	"text"	"created_at"	"user.id"	"user.screen_name"
"936693575"	"9/27/08 2:52"	"@perinandy she can't speak without having a script; this is why they try to hide her as much as they can. #current"	"CarriBugbee"	"Carri Bugbee"	"2"	"1"	"1"	""	""	""	""	""	"@perinandy she can't speak without having a script; this is why they try to hide her as much as they can. #current"	"Sat Sep 27 02:52:33 +0000 2008"	"14445343"	"cuban_dudeca"
"936693761"	"9/27/08 2:52"	"#debate08 McCain sounded like a rambleing Grandpa Simpson.  Lehrer is a crappy moderator."	"cgritter"	"cgritter"	"1"	"1"	"1"	""	""	""	""	""	"#debate08 McCain sounded like a rambleing Grandpa Simpson.  Lehrer is a crappy moderator."	"Sat Sep 27 02:52:43 +0000 2008"	"2033051"	"optica8"
"936694066"	"9/27/08 2:52"	"I heard that Biden is too polite and will fare badly vis a vis Palin. #current"	"Rosario"	"Rosario"	"1"	"3"	"1"	""	""	""	""	""	"I heard that Biden is too polite and will fare badly vis a vis Palin. #current"	"Sat Sep 27 02:52:58 +0000 2008"	"3538981"	"heuristocrat"
"936694070"	"9/27/08 2:52"	"How can McCain say Obama is not experienced enough when Miss Congeniality is his running mate? #debate08"	"frijole"	"Â¡??o????"	"1"	"1"	"4"	""	""	""	""	""	"How can McCain say Obama is not experienced enough when Miss Congeniality is his running mate? #debate08"	"Sat Sep 27 02:52:58 +0000 2008"	"10355"	"glennia"
"936694071"	"9/27/08 2:52"	"#debate08 Every expert/commentator has said exactly what they as a partisan have been saying. Their guy was good. The other was off his game"	"kwilson9austin"	"kwilson9austin"	"2"	"1"	"1"	""	""	""	""	""	"#debate08 Every expert/commentator has said exactly what they as a partisan have been saying. Their guy was good. The other was off his game"	"Sat Sep 27 02:52:59 +0000 2008"	"12453702"	"mnheadhunter"
"936694143"	"9/27/08 2:53"	"@Mamalogues #debate08 #current i know it must be hard for you that mccain sucks so badly. again...sorry. try voting for obama!"	"NewsHour"	"NewsHour"	"1"	"3"	"1"	"2.0"	""	""	""	""	"@Mamalogues #debate08 #current i know it must be hard for you that mccain sucks so badly. again...sorry. try voting for obama!"	"Sat Sep 27 02:53:01 +0000 2008"	"3421641"	"ch3ryl"
"936694218"	"9/27/08 2:53"	"@NewsHour Thought Lehrer's questions were too general/not pointed enough: e.g., What about Iran? What about Russia? etc. #debate08"	"eqnX140"	"equinoXio "	"1"	"1"	"1"	""	""	""	""	""	"@NewsHour Thought Lehrer's questions were too general/not pointed enough: e.g., What about Iran? What about Russia? etc. #debate08"	"Sat Sep 27 02:53:04 +0000 2008"	"9439432"	"mattthomas"
"936694335"	"9/27/08 2:53"	"so earmarks are ok, then? what kind of logic is that #debate08"	"pinoyboy"	"? pinoyboy "	"1"	"1"	"4"	"1.0"	""	""	""	""	"so earmarks are ok, then? what kind of logic is that #debate08"	"Sat Sep 27 02:53:10 +0000 2008"	"14847940"	"pavlicko"
"936694514"	"9/27/08 2:53"	"Biden will never lose to a fluff ball public speaker like Palin. #current"	"EndTheRoboCalls"	"Shaun Dakin"	"3"	"1"	"1"	"3.0"	""	""	""	""	"Biden will never lose to a fluff ball public speaker like Palin. #current"	"Sat Sep 27 02:53:18 +0000 2008"	"16477656"	"lifestudent83"
"936694587"	"9/27/08 2:53"	"Retweeting my fav Tweet of #debate08: McLame heart attack = President Palin. Debate over."	"GlobalLeader"	"GlobalLeader"	"1"	"4"	"1"	"1.0"	""	""	""	""	"Retweeting my fav Tweet of #debate08: McLame heart attack = President Palin. Debate over."	"Sat Sep 27 02:53:22 +0000 2008"	"12046252"	"kellyrfeller"
"936694663"	"9/27/08 2:53"	"@MaryTrigiani I didn't think McCain was a gentleman one time. Impartially, I truly believe that. You?"	"diablogue_chat"	"Jaculynn Peterson"	"1"	"1"	"1"	""	""	""	""	""	"@MaryTrigiani I didn't think McCain was a gentleman one time. Impartially, I truly believe that. You?"	"Sat Sep 27 02:53:26 +0000 2008"	"15301800"	"davidweiner"
"936694726"	"9/27/08 2:53"	"@bender00 you should be contributing to #tweetdebate"	"EATerrell"	"Elizabeth A. Terrell"	"1"	"1"	"4"	""	""	""	""	""	"@bender00 you should be contributing to #tweetdebate"	"Sat Sep 27 02:53:28 +0000 2008"	"16146965"	"sdkoul"
"936694984"	"9/27/08 2:53"	"#debate08 I missed it. Did McCain look and feel constipated again?"	"EndTheRoboCalls"	"Shaun Dakin"	"1"	"1"	"4"	""	""	""	""	""	"#debate08 I missed it. Did McCain look and feel constipated again?"	"Sat Sep 27 02:53:41 +0000 2008"	"10725672"	"strredwolf"
"936695376"	"9/27/08 2:54"	"#current We're only having ONE VP debate? Bummer. I was really looking forward to that."	"stacyvanwickler"	"stacyvanwickler"	"1"	"1"	"2"	""	""	""	""	""	"#current We're only having ONE VP debate? Bummer. I was really looking forward to that."	"Sat Sep 27 02:54:01 +0000 2008"	"13662722"	"carribugbee"
"936695755"	"9/27/08 2:54"	"Buy a suit, Michael Ware. #current #debate08"	"aagha"	"aagha"	"4"	"1"	"1"	""	""	""	""	""	"Buy a suit, Michael Ware. #current #debate08"	"Sat Sep 27 02:54:17 +0000 2008"	"9649222"	"ganeshpuri89"
"936696558"	"9/27/08 2:54"	"@nubianvixen well, thankya... I wish it was just bad comedy so my MST3K schtick wasn't whistling in the dark, though #debate08"	"kathrynjones"	"Kathryn V Jones"	"1"	"1"	"2"	""	""	""	""	""	"@nubianvixen well, thankya... I wish it was just bad comedy so my MST3K schtick wasn't whistling in the dark, though #debate08"	"Sat Sep 27 02:54:57 +0000 2008"	"15115131"	"whimsicalpuck"
"936696570"	"9/27/08 2:54"	"@michaelszeto A friend said"" ""Gergen is such a sell-out."" #debate08"	"rosshill"	"Ross Hill"	"1"	"1"	"1"	""	""	""	""	""	"@michaelszeto A friend said"" ""Gergen is such a sell-out."" #debate08"	"Sat Sep 27 02:54:58 +0000 2008"	"15664760"	"katiemorroni"
"936696674"	"9/27/08 2:55"	"McCain in the membrane! #debate08"	"israelpattison"	"Israel J Pattison"	"1"	"1"	"2"	"2.0"	""	""	""	""	"McCain in the membrane! #debate08"	"Sat Sep 27 02:55:03 +0000 2008"	"14467743"	"aaronburdette"
"936696837"	"9/27/08 2:55"	"Neither one won the #debate08 because they both want to bail out companies that really need chapter 11."	"paul4dirt"	"Paul van Dijk"	"1"	"2"	"1"	""	""	""	""	""	"Neither one won the #debate08 because they both want to bail out companies that really need chapter 11."	"Sat Sep 27 02:55:09 +0000 2008"	"15794020"	"russnelson"
"936696906"	"9/27/08 2:55"	"Palin was out hunting a moose ;/ #tweetdebate"	"jguerrero"	"Joan Guerrero"	"1"	"1"	"4"	""	""	""	""	""	"Palin was out hunting a moose ;/ #tweetdebate"	"Sat Sep 27 02:55:11 +0000 2008"	"15975726"	"imarilove"
"936696925"	"9/27/08 2:55"	"Anyone tweeting from The Irish Pub? Please buy Sarah a drink; she's gonna need it before next Thursday. #debate08"	"ObamaNews"	"Barack Obama News"	"3"	"1"	"1"	""	""	""	""	""	"Anyone tweeting from The Irish Pub? Please buy Sarah a drink; she's gonna need it before next Thursday. #debate08"	"Sat Sep 27 02:55:12 +0000 2008"	"6875072"	"greenskeptic"
"936697079"	"9/27/08 2:55"	"@israelpattison um. McCain stumbled a lot. He was belicose. He repeated a false claim about Obama's tax plan. Not presidential. #debate08"	"jowyang"	"Jeremiah"	"1"	"1"	"1"	""	""	""	""	""	"@israelpattison um. McCain stumbled a lot. He was belicose. He repeated a false claim about Obama's tax plan. Not presidential. #debate08"	"Sat Sep 27 02:55:20 +0000 2008"	"5752932"	"coxn"
"936697447"	"9/27/08 2:55"	"Lindsey Graham is an idiot, why does the McCain camp always use him? There are so many better people . #current #debate08"	"cnnireport"	"iReport.com"	"1"	"1"	"1"	""	""	""	""	""	"Lindsey Graham is an idiot, why does the McCain camp always use him? There are so many better people . #current #debate08"	"Sat Sep 27 02:55:39 +0000 2008"	"14744335"	"thomasjkeeley"
"936697658"	"9/27/08 2:55"	"@seasonothebitch I would sacrifice Paul Begala as a CNN analyst if it meant never having to see Castellanos again (besides FoxNews) #current"	"orbitaldiamonds"	""	"4"	"1"	"1"	""	""	""	""	""	"@seasonothebitch I would sacrifice Paul Begala as a CNN analyst if it meant never having to see Castellanos again (besides FoxNews) #current"	"Sat Sep 27 02:55:50 +0000 2008"	"3847661"	"matttbastard"
"936697933"	"9/27/08 2:56"	"the polar bear on the island wants McCain #current"	"sizeofguam"	"sizeofguam"	"4"	"1"	"1"	""	""	""	""	""	"the polar bear on the island wants McCain #current"	"Sat Sep 27 02:56:03 +0000 2008"	"71323"	"constantx"
"936698086"	"9/27/08 2:56"	"@lifestudent83 I hope he gives speeches better than Miss South Carolina ""I'm John McCain and I honestly believe..."" #current"	"greghyatt"	"Greg Hyatt"	"4"	"1"	"1"	"1.0"	""	""	""	""	"@lifestudent83 I hope he gives speeches better than Miss South Carolina ""I'm John McCain and I honestly believe..."" #current"	"Sat Sep 27 02:56:09 +0000 2008"	"15608555"	"dominickevans"
"936698108"	"9/27/08 2:56"	"McCain kept saying ""I know how to do this.""  If he knows so much, he needs to explain how he knows and WHAT he knows.  #debate08"	"A_Kaplan"	"Adam Kaplan"	"1"	"1"	"2"	""	""	""	""	""	"McCain kept saying ""I know how to do this.""  If he knows so much, he needs to explain how he knows and WHAT he knows.  #debate08"	"Sat Sep 27 02:56:10 +0000 2008"	"9396802"	"rick_aiello"
"936698370"	"9/27/08 2:56"	"#debate08 - apparently all the cool guys are wearing bracelets right now. Important fashion tip there. Oh, also, the world's utterly fucked."	"piyook"	"Piyoo Kochar"	"1"	"3"	"1"	""	""	""	""	""	"#debate08 - apparently all the cool guys are wearing bracelets right now. Important fashion tip there. Oh, also, the world's utterly fucked."	"Sat Sep 27 02:56:23 +0000 2008"	"208163"	"flashboy"
"936698656"	"9/27/08 2:56"	"Dee Dee Meyers thought Obama did great job on showing how great leader he is. Hmm must have watched different one than she did #current"	"brianvan"	"brianvan"	"1"	"1"	"1"	""	""	""	""	""	"Dee Dee Meyers thought Obama did great job on showing how great leader he is. Hmm must have watched different one than she did #current"	"Sat Sep 27 02:56:37 +0000 2008"	"13880632"	"redmanbluestate"
"936698711"	"9/27/08 2:56"	"@lindagoin I started paying attention after you brought it up.  I didn't see him make eye contact once."	"h0zae"	"h0zae"	"1"	"1"	"2"	""	""	""	""	""	"@lindagoin I started paying attention after you brought it up.  I didn't see him make eye contact once."	"Sat Sep 27 02:56:40 +0000 2008"	"15983210"	"janoss"
"936698790"	"9/27/08 2:56"	"No need to make false claims about Obamas plan. I read it. talk about scary!!! #debate08"	"mabisa"	"m. abisa"	"1"	"1"	"1"	""	""	""	""	""	"No need to make false claims about Obamas plan. I read it. talk about scary!!! #debate08"	"Sat Sep 27 02:56:44 +0000 2008"	"14847940"	"pavlicko"
"936699069"	"9/27/08 2:56"	"RT @factoryjoe: I looked into McCain's eyes and saw a B, a U, an S and an H (add from me: but even more willing to lie to win?) #current"	"Dayngr"	"Dayngr"	"1"	"1"	"1"	""	""	""	""	""	"RT @factoryjoe: I looked into McCain's eyes and saw a B, a U, an S and an H (add from me: but even more willing to lie to win?) #current"	"Sat Sep 27 02:56:58 +0000 2008"	"9861112"	"merredith"
"936699158"	"9/27/08 2:57"	"#debate08 #current Barr in Interview: ""The moderator let them go on and on, that's pandering to the American people not leadership."""	"marcelotas"	"Marcelo Tas"	"1"	"1"	"1"	""	""	""	""	""	"#debate08 #current Barr in Interview: ""The moderator let them go on and on, that's pandering to the American people not leadership."""	"Sat Sep 27 02:57:02 +0000 2008"	"7911232"	"eaterrell"
"936699202"	"9/27/08 2:57"	"@MailOurMilitary me too!  and i hate instead of expressing opinions making personal attacks on the candidate"	"MailOurMilitary"	"Trish Forant | eMOM"	"1"	"3"	"1"	""	""	""	""	""	"@MailOurMilitary me too!  and i hate instead of expressing opinions making personal attacks on the candidate"	"Sat Sep 27 02:57:05 +0000 2008"	"15329159"	"forever_trust"
"936699311"	"9/27/08 2:57"	"condescending - read: correct #debate08"	"krotscheck"	"krotscheck"	"1"	"1"	"1"	""	""	""	""	""	"condescending - read: correct #debate08"	"Sat Sep 27 02:57:10 +0000 2008"	"14847940"	"pavlicko"
"936699399"	"9/27/08 2:57"	"#debate08 this was mccain's good shot to beat down obama and it doesn't look like that happened."	"Will Parker"	""	"1"	"1"	"1"	""	""	""	""	""	"#debate08 this was mccain's good shot to beat down obama and it doesn't look like that happened."	"Sat Sep 27 02:57:15 +0000 2008"	"2941831"	"ted"
"936699562"	"9/27/08 2:57"	"@msblog might be deaf, dumb, and blind."	"disavian"	"Andrew Guyton"	"1"	"1"	"1"	"4.0"	""	""	""	""	"@msblog might be deaf, dumb, and blind."	"Sat Sep 27 02:57:23 +0000 2008"	"15990055"	"husseymichael"
"936699590"	"9/27/08 2:57"	"@roadkillrefugee that was mcc's version of reagan's ""there you go again"" to carter in their debate #tweetdebate"	"missouri_gal"	"missouri_gal"	"1"	"4"	"1"	""	""	""	""	""	"@roadkillrefugee that was mcc's version of reagan's ""there you go again"" to carter in their debate #tweetdebate"	"Sat Sep 27 02:57:24 +0000 2008"	"15638869"	"infooverload"
"936699606"	"9/27/08 2:57"	"@forever_trust Drives me crazy! #DEBATE08"	"sisterstalk"	"Genia Stevens"	"1"	"1"	"1"	"1.0"	""	""	""	""	"@forever_trust Drives me crazy! #DEBATE08"	"Sat Sep 27 02:57:25 +0000 2008"	"10771662"	"mailourmilitary"
"936699915"	"9/27/08 2:57"	"#tweetdebate It's telling that a lot of post-analysis is focused on trying to figure out what Obama could have done better"	"UltraNurd"	"Nicolas Ward"	"1"	"4"	"1"	"3.0"	""	""	""	""	"#tweetdebate It's telling that a lot of post-analysis is focused on trying to figure out what Obama could have done better"	"Sat Sep 27 02:57:41 +0000 2008"	"1828441"	"jedatu"
"936699940"	"9/27/08 2:57"	"@scbalazs Skipping around channels. David Gergen said McCain needed ""big"" win but didn't get it. Thanks for the @'s!"	"ModaMags"	"Lori Magno"	"3"	"1"	"1"	"1.0"	""	""	""	""	"@scbalazs Skipping around channels. David Gergen said McCain needed ""big"" win but didn't get it. Thanks for the @'s!"	"Sat Sep 27 02:57:43 +0000 2008"	"6485392"	"marti_l"
"936699994"	"9/27/08 2:57"	"@CurlingRiver Why are you so ignorant? Your thinking and ideology are what drives this country in the ground #current"	"Moe"	""	"1"	"1"	"1"	"1.0"	""	""	""	""	"@CurlingRiver Why are you so ignorant? Your thinking and ideology are what drives this country in the ground #current"	"Sat Sep 27 02:57:46 +0000 2008"	"14445343"	"cuban_dudeca"
"936700002"	"9/27/08 2:57"	"what is Sarah Palin going to show off as her ""preciouses"" in the VP debate? ""I got a bra from a vetran of Iraq's wife...see!"" #current"	"davidweiner"	""	"1"	"3"	"1"	"1.0"	""	""	""	""	"what is Sarah Palin going to show off as her ""preciouses"" in the VP debate? ""I got a bra from a vetran of Iraq's wife...see!"" #current"	"Sat Sep 27 02:57:46 +0000 2008"	"15608555"	"dominickevans"
"936700413"	"9/27/08 2:58"	"#current #debate08 When Obama stayed positive, his ratings shot up as soon as he went negative he dropped. He also looked fairly angry"	"quick13"	"quick13"	"1"	"1"	"3"	"1.0"	""	""	""	""	"#current #debate08 When Obama stayed positive, his ratings shot up as soon as he went negative he dropped. He also looked fairly angry"	"Sat Sep 27 02:58:09 +0000 2008"	"11349252"	"andrewmacrae"
"936700615"	"9/27/08 2:58"	"Reports that Palin is out Moose hunting with her pregnant daugher somewhere near Russia #debate08"	"McLazy"	""	"1"	"1"	"1"	""	""	""	""	""	"Reports that Palin is out Moose hunting with her pregnant daugher somewhere near Russia #debate08"	"Sat Sep 27 02:58:19 +0000 2008"	"11099672"	"photolarry"
"936700770"	"9/27/08 2:58"	"@msblog I was wondering that. Just because you've been somewhere, doesn't make you an expert on foreign policy with that country #debate08"	"mkantonelli"	""	"1"	"1"	"3"	""	""	""	""	""	"@msblog I was wondering that. Just because you've been somewhere, doesn't make you an expert on foreign policy with that country #debate08"	"Sat Sep 27 02:58:27 +0000 2008"	"14213350"	"disavian"
"936700951"	"9/27/08 2:58"	"#debate08 Somewhere Sarah Palin is gently weeping as she watches the GOP crown Rudy Giuliani ""Miss Post-Debate Spinner""..."	"pierrefar"	"Pierre Far"	"1"	"2"	"1"	""	""	""	""	""	"#debate08 Somewhere Sarah Palin is gently weeping as she watches the GOP crown Rudy Giuliani ""Miss Post-Debate Spinner""..."	"Sat Sep 27 02:58:36 +0000 2008"	"14768471"	"ripptide"
"936701029"	"9/27/08 2:58"	"#debate08 McCain: ""No-one can be opposed to renewable energy. No-one"" Reality: http://ut.ag/00kG1"	"EndTheRoboCalls"	"Shaun Dakin"	"2"	"1"	"1"	""	""	""	""	""	"#debate08 McCain: ""No-one can be opposed to renewable energy. No-one"" Reality: http://ut.ag/00kG1"	"Sat Sep 27 02:58:40 +0000 2008"	"14314756"	"fush"
"936701941"	"9/27/08 2:59"	"Obama looked nervous and uncomfortable the entire time. #current #debate08"	"antoniostarr"	""	"1"	"1"	"1"	""	""	""	""	""	"Obama looked nervous and uncomfortable the entire time. #current #debate08"	"Sat Sep 27 02:59:27 +0000 2008"	"15664760"	"katiemorroni"
"936702206"	"9/27/08 2:59"	"Lindsey Graham sounds just like Mr. Rodgers. #current"	"cheeky_geeky"	"Dr. Mark Drapeau"	"1"	"1"	"1"	""	""	""	""	""	"Lindsey Graham sounds just like Mr. Rodgers. #current"	"Sat Sep 27 02:59:40 +0000 2008"	"14057849"	"jameswilliamiii"
"936702209"	"9/27/08 2:59"	"just wants to say, my 14-year old observes: ""McCain just acted crazy sometimes.""  Yup. That about sums up #debate08 response tonight for me."	"Andrew Guyton"	""	"1"	"2"	"1"	""	""	""	""	""	"just wants to say, my 14-year old observes: ""McCain just acted crazy sometimes.""  Yup. That about sums up #debate08 response tonight for me."	"Sat Sep 27 02:59:40 +0000 2008"	"12082672"	"sheilamc7"
"936702330"	"9/27/08 2:59"	"@seasonothebitch McCain owes us tax-payer funded liver transplants."	"Kerry Snyder"	""	"1"	"4"	"1"	"4.0"	""	""	""	""	"@seasonothebitch McCain owes us tax-payer funded liver transplants."	"Sat Sep 27 02:59:46 +0000 2008"	"3847661"	"matttbastard"
"936703052"	"9/27/08 3:00"	"@matttbastard but we've got to cut spending!"	"alindsey3"	"Art Lindsey III"	"4"	"1"	"1"	""	""	""	""	""	"@matttbastard but we've got to cut spending!"	"Sat Sep 27 03:00:15 +0000 2008"	"15275677"	"sarahljaffe"
"936703274"	"9/27/08 3:00"	"McCain: ""Back in my day... when I was there in the 60s"" Obama: ""Lies, more lies, thats not true. LIES."" #debate08"	"neversent"	"Amber"	"1"	"1"	"4"	""	""	""	""	""	"McCain: ""Back in my day... when I was there in the 60s"" Obama: ""Lies, more lies, thats not true. LIES."" #debate08"	"Sat Sep 27 03:00:25 +0000 2008"	"15487858"	"morningsidemom"
"936703367"	"9/27/08 3:00"	"NBC has Biden on after the debate. Instead of Palin we get....Rudy. Its almost like McCain is hiding his VP nominee. How weird. #debate08."	"Ian Miles"	""	"1"	"1"	"2"	""	""	""	""	""	"NBC has Biden on after the debate. Instead of Palin we get....Rudy. Its almost like McCain is hiding his VP nominee. How weird. #debate08."	"Sat Sep 27 03:00:29 +0000 2008"	"12463732"	"citizenjake"
"936703917"	"9/27/08 3:00"	"#debate08 the cnn.com live reporter is awful! she is really informal and dumb!"	"starweaver"	""	"1"	"1"	"1"	""	""	""	""	""	"#debate08 the cnn.com live reporter is awful! she is really informal and dumb!"	"Sat Sep 27 03:00:55 +0000 2008"	"10836782"	"pedroteixeira"
"936703943"	"9/27/08 3:00"	"#debate08 Impressive, McCain campaign already has a ""John is absolutely right"" ad out on YouTube. http://tinyurl.com/43n74w"	"gminks"	"Gina Minks"	"1"	"2"	"1"	""	""	""	""	""	"#debate08 Impressive, McCain campaign already has a ""John is absolutely right"" ad out on YouTube. http://tinyurl.com/43n74w"	"Sat Sep 27 03:00:57 +0000 2008"	"12884962"	"ultranurd"
"936703957"	"9/27/08 3:00"	"McCain's new ad on Obama agreeing with him is horse crap.  It cut's out what he really said. #current"	"Armano"	"David Armano"	"1"	"4"	"1"	""	""	""	""	""	"McCain's new ad on Obama agreeing with him is horse crap.  It cut's out what he really said. #current"	"Sat Sep 27 03:00:58 +0000 2008"	"14445343"	"cuban_dudeca"
"936704074"	"9/27/08 3:01"	"cw will be no clear winner, but that mccain didn't get the shakeup he wanted/needed (from both debate and campaign suspension) #tweetdebate"	"mediaphyter"	"Jennifer Leggio"	"1"	"1"	"2"	""	""	""	""	""	"cw will be no clear winner, but that mccain didn't get the shakeup he wanted/needed (from both debate and campaign suspension) #tweetdebate"	"Sat Sep 27 03:01:04 +0000 2008"	"16475573"	"andyjacob"
"936704081"	"9/27/08 3:01"	"So I think they confirmed to stereotype -- confident, kind of condescending jock and brainy egghead. I vote egghead. #debate08"	"PinkOliveFamily"	"Susan or Sus"	"1"	"1"	"3"	"1.0"	""	""	""	""	"So I think they confirmed to stereotype -- confident, kind of condescending jock and brainy egghead. I vote egghead. #debate08"	"Sat Sep 27 03:01:04 +0000 2008"	"5968702"	"lorig"
"936704485"	"9/27/08 3:01"	"@seasonothebitch my friend, that's not change we can believing."	"gminks"	"Gina Minks"	"1"	"2"	"1"	"1.0"	""	""	""	""	"@seasonothebitch my friend, that's not change we can believing."	"Sat Sep 27 03:01:22 +0000 2008"	"3847661"	"matttbastard"
"936704872"	"9/27/08 3:01"	"The worst part of all this is that what I think doesn't matter,the line on the debate cld be completely spun by tomorrow #debate08 #current"	"cmarlow480"	"Christopher M"	"1"	"1"	"1"	""	""	""	""	""	"The worst part of all this is that what I think doesn't matter,the line on the debate cld be completely spun by tomorrow #debate08 #current"	"Sat Sep 27 03:01:41 +0000 2008"	"15186308"	"alexashrugged"
"936705381"	"9/27/08 3:02"	"#current Wow. You can see the republicans on this page just by looking for old white guy avatars."	"starweaver"	""	"1"	"2"	"1"	""	""	""	""	""	"#current Wow. You can see the republicans on this page just by looking for old white guy avatars."	"Sat Sep 27 03:02:04 +0000 2008"	"3103421"	"kwitter"
"936705713"	"9/27/08 3:02"	"Man, McCain's already got a post-debate ad up, http://tinyurl.com/43n74w #debate08"	"mediaphyter"	"Jennifer Leggio"	"3"	"1"	"1"	""	""	""	""	""	"Man, McCain's already got a post-debate ad up, http://tinyurl.com/43n74w #debate08"	"Sat Sep 27 03:02:21 +0000 2008"	"15150152"	"thewaterman"
"936706017"	"9/27/08 3:02"	"I hate watching presidential debates.  They just get me all anxious and freaked out!  Obama needs a better rhetorical strategy.  #debate08"	"jas_aiken"	"jas_aiken"	"1"	"1"	"1"	""	""	""	""	""	"I hate watching presidential debates.  They just get me all anxious and freaked out!  Obama needs a better rhetorical strategy.  #debate08"	"Sat Sep 27 03:02:38 +0000 2008"	"15071040"	"plasticfreebeth"
"936706074"	"9/27/08 3:02"	"#current Biden: who was right and who was wrong? John has been ""dead wrong"" about [everything]. John was wrong about strategy & tactics."	"dland"	"Dave Land"	"1"	"3"	"1"	"1.0"	""	""	""	""	"#current Biden: who was right and who was wrong? John has been ""dead wrong"" about [everything]. John was wrong about strategy & tactics."	"Sat Sep 27 03:02:41 +0000 2008"	"13662722"	"carribugbee"
"936706094"	"9/27/08 3:02"	"What's that used car salesman doing on CNN? Oh, it's Joe Biden. #debate08 #current"	"gminks"	"Gina Minks"	"1"	"3"	"1"	""	""	""	""	""	"What's that used car salesman doing on CNN? Oh, it's Joe Biden. #debate08 #current"	"Sat Sep 27 03:02:42 +0000 2008"	"3137331"	"robertbluey"
"936706178"	"9/27/08 3:02"	"@fakejohnmccain John John John, I won't be respectful and call you ""Senator McCain"" even if you do #tweetdebate"	"BukolaE"	"Bukola Ekundayo"	"1"	"1"	"1"	""	""	""	""	""	"@fakejohnmccain John John John, I won't be respectful and call you ""Senator McCain"" even if you do #tweetdebate"	"Sat Sep 27 03:02:47 +0000 2008"	"15158121"	"baracknobama"
"936706219"	"9/27/08 3:02"	"I wish really wish Obama had pinned McCain on his lobbyist staffer, Randy Scheunemann, and his over-the-top response on Georgia #debate08"	"gminks"	"Gina Minks"	"1"	"1"	"3"	"1.0"	""	""	""	""	"I wish really wish Obama had pinned McCain on his lobbyist staffer, Randy Scheunemann, and his over-the-top response on Georgia #debate08"	"Sat Sep 27 03:02:50 +0000 2008"	"5752932"	"coxn"
"936706226"	"9/27/08 3:02"	"Joe Biden on CNN live from Milwaukee... the Dems are taking over WI! Maybe I need to move back and fix that? lol . #debate08 #current"	"bmaleszyk"	"Bryan Maleszyk"	"4"	"1"	"1"	""	""	""	""	""	"Joe Biden on CNN live from Milwaukee... the Dems are taking over WI! Maybe I need to move back and fix that? lol . #debate08 #current"	"Sat Sep 27 03:02:50 +0000 2008"	"14744335"	"thomasjkeeley"
"936706327"	"9/27/08 3:02"	"well...mccain's latest ad didn't take long to come out.  he's the master of illusion.  #current"	"FrancesFlynnTho"	"FrancesFlynnTho"	"1"	"1"	"1"	""	""	""	""	""	"well...mccain's latest ad didn't take long to come out.  he's the master of illusion.  #current"	"Sat Sep 27 03:02:55 +0000 2008"	"13917292"	"credd"
"936706345"	"9/27/08 3:02"	"#current Mc's seems a little to old & Obama seems a little to green."	"MichelleMMM"	"Michelle M McCormack"	"1"	"1"	"3"	""	""	""	""	""	"#current Mc's seems a little to old & Obama seems a little to green."	"Sat Sep 27 03:02:55 +0000 2008"	"781828"	"jupiejupe"
"936706437"	"9/27/08 3:03"	"mccains camp advisor said they didn't have a lot of time to ""practice"" for this debate as he had suspended his campaign to help #tweetdebate"	"AlbertMaruggi"	"Albert Maruggi"	"1"	"1"	"1"	""	""	""	""	""	"mccains camp advisor said they didn't have a lot of time to ""practice"" for this debate as he had suspended his campaign to help #tweetdebate"	"Sat Sep 27 03:03:00 +0000 2008"	"15975726"	"imarilove"
"936706514"	"9/27/08 3:03"	"#debate08 If McCain or his people mention ""Obama tax increases"" one more time... There are no polite words that will come out of my mouth"	"organicmania"	"OrganicMania"	"1"	"1"	"1"	"1.0"	""	""	""	""	"#debate08 If McCain or his people mention ""Obama tax increases"" one more time... There are no polite words that will come out of my mouth"	"Sat Sep 27 03:03:03 +0000 2008"	"14133876"	"lamenta3"
"936706720"	"9/27/08 3:03"	"...of the earth'...and we're gonna say 'no you're not?' oh please!""  #debate08"	"levibethune"	"levibethune"	"1"	"1"	"1"	""	""	""	""	""	"...of the earth'...and we're gonna say 'no you're not?' oh please!""  #debate08"	"Sat Sep 27 03:03:13 +0000 2008"	"14555801"	"blondeblogger"
"936706731"	"9/27/08 3:03"	"#current - The only thing Obama doesn't understand, grampy gramps (my age) McCain, is the necessity of thinking like McCain."	"Shayera Tangri"	""	"2"	"1"	"1"	""	""	""	""	""	"#current - The only thing Obama doesn't understand, grampy gramps (my age) McCain, is the necessity of thinking like McCain."	"Sat Sep 27 03:03:14 +0000 2008"	"14949434"	"curlingriver"
"936706771"	"9/27/08 3:03"	"#current Biden: ""John doesn't even know the difference between strategy & tactics and he's lecturing Obama on it."" Ha, ha..."	"blackvoices"	"Black Voices"	"1"	"1"	"2"	""	""	""	""	""	"#current Biden: ""John doesn't even know the difference between strategy & tactics and he's lecturing Obama on it."" Ha, ha..."	"Sat Sep 27 03:03:16 +0000 2008"	"13662722"	"carribugbee"
