from	to
3128101	15694556
3128101	15698349
3128101	15756083
3128101	15767195
3128101	16192159
3128101	16287495
3137331	22203
3137331	1048951
3137331	1050111
3137331	1754241
3137331	2059051
3137331	2150981
3137331	3128101
3137331	5446992
3137331	5511332
3137331	6788872
3137331	6980622
3137331	7752402
3137331	7911232
3137331	9717322
3137331	10475872
3137331	10879802
3137331	11246242
3137331	11349252
3137331	12814822
3137331	13880632
3137331	14128054
3137331	14132503
3137331	14246362
3137331	14282169
3137331	15150152
3137331	15186308
3137331	15572565
3137331	15638869
3137331	15664760
3137331	15694556
3137331	15698349
3137331	15753937
3137331	15756083
3137331	15767195
3137331	16192159
3137331	16287495
3137331	16472998
3150841	14099695
3237221	48263
3237221	755452
3237221	6485392
3237221	9317092
3237221	9527242
3237221	14385232
3237221	15115131
3237221	15779252
3339171	1705
3339171	11041
3339171	11781
3339171	13453
3339171	25863
3339171	29283
3339171	54613
3339171	67923
3339171	69583
3339171	608473
3339171	662763
3339171	666913
3339171	755294
3339171	755452
3339171	785164
3339171	790533
3339171	806323
3339171	806757
3339171	808758
3339171	816950
3339171	816952
3339171	820585
3339171	823115
3339171	980611
3339171	1048951
3339171	1049321
3339171	1050111
3339171	1196381
3339171	1201491
3339171	1221471
3339171	1355401
3339171	1754241
3339171	1878461
3339171	1959901
3339171	2059051
3339171	2765491
3339171	3099501
3339171	3370001
3339171	3538981
3339171	4503491
3339171	5412692
3339171	6035262
3339171	6411542
3339171	6596452
3339171	6685882
3339171	7059772
3339171	7417632
3339171	7752402
3339171	7770342
3339171	7936932
3339171	8006742
3339171	8069572
3339171	8514872
3339171	8514952
3339171	9075622
3339171	9870772
3339171	9926792
3339171	10105882
3339171	10428342
3339171	10499812
3339171	10725672
3339171	11063312
3339171	11349252
3339171	12168662
3339171	12453702
3339171	12884962
3339171	14142059
3339171	14226315
3339171	14550221
3339171	14685869
3339171	14707240
3339171	14787076
3339171	14949434
3339171	15301800
3339171	15455810
3339171	15794020
3339171	15838202
3339171	16371078
3351541	14099695
3367381	5692542
3370001	22203
3370001	48263
3370001	5511332
3370001	5717882
3370001	7770342
3370001	9317092
3370001	9376172
3370001	10819792
3370001	13918302
3370001	14338572
3370001	14369841
3370001	14767356
3370001	14857950
3370001	14949434
3370001	15115131
3370001	15935927
3421641	820585
3421641	1048951
3421641	1050111
3421641	1201491
3421641	1221471
3421641	1279371
3421641	3099501
3421641	5717882
3421641	5998452
3421641	7770342
3421641	7799732
3421641	7898902
3421641	8069572
3421641	9075622
3421641	11063312
3421641	11253262
3421641	12046252
3421641	13557972
3421641	14142059
3421641	14293032
3421641	14427857
3421641	15535991
3421641	15935927
3421641	15978308
3538981	1878461
3538981	11488202
3538981	14142059
3558391	1371111
3646761	755294
3646761	5692542
3646761	8069572
3646761	14099695
3646761	14307040
3737291	79543
3737291	1196381
3737291	14521044
3847661	820585
3847661	8890092
3847661	13557972
3847661	14115051
3847661	14173840
3847661	14437914
3847661	15077831
3847661	15275677
3847661	15779252
4191131	14328364
4215801	13527
4215801	29283
4215801	789254
4215801	1040391
4215801	7770342
4215801	7956142
4215801	15935927
4345931	67923
4345931	286703
4345931	14286848
4345931	14437914
4345931	14742520
4345931	15498363
4345931	15871416
4345931	15887542
4417291	7260832
4417291	10105882
4503491	888
4503491	29283
4503491	608473
4503491	785164
4503491	789254
4503491	806323
4503491	812825
4503491	1049321
4503491	1196381
4503491	1394361
4503491	1878461
4503491	1911871
4503491	2056341
4503491	3339171
4503491	3538981
4503491	5879192
4503491	5907932
4503491	7956142
4503491	8514872
4503491	8755102
4503491	9861112
4503491	9870772
4503491	10482452
4503491	11246242
4503491	14131877
4503491	14181225
4503491	14776451
4503491	14857950
4503491	14949434
4503491	15136484
4503491	15935927
4923701	10516
4923701	11752272
4923701	14062535
4923701	15251890
5010931	2849211
5031631	14115051
5031631	14437914
5412692	79543
5412692	1508231
5412692	13662722
5446992	3128101
5446992	3137331
5446992	6788872
5446992	12814822
5446992	13880632
5446992	14296836
5446992	15163993
5449422	67923
5449422	755294
5449422	806323
5449422	1201491
5449422	1221471
5449422	1279371
5449422	1394361
5449422	2059051
5449422	3128101
5449422	5511332
5449422	5839692
5449422	6742412
5449422	7752402
5449422	9527242
5449422	9649222
5449422	9860352
5449422	9861112
5449422	10203582
5449422	10771662
5449422	11063312
5449422	11390312
5449422	11488202
5449422	11752272
5449422	12046252
5449422	12164222
5449422	13800572
5449422	14063622
5449422	14104331
5449422	14127726
5449422	14147395
5449422	14185041
5449422	14270757
5449422	14282169
5449422	14315246
5449422	14742520
5449422	14812634
5449422	14949434
5449422	14965268
5449422	15087889
5449422	15091876
5449422	15115131
5449422	15136484
5449422	15160137
5449422	15251890
5449422	15599470
5449422	15613254
5449422	15779252
5449422	15816459
5449422	16303271
5483462	79543
5483462	812825
5483462	1196381
5483462	1221471
5483462	7563862
5483462	8147432
5483462	8217552
5483462	9527242
5483462	9973392
5483462	14570089
5483462	14576730
5483462	14936051
5483462	15091876
5502882	9640622
5511332	13403
5511332	79543
5511332	623033
5511332	922151
5511332	1050111
5511332	1754241
5511332	2059051
5511332	3128101
5511332	3137331
5511332	3370001
5511332	5449422
5511332	5920872
5511332	5998452
5511332	6485392
5511332	6742412
5511332	6788872
5511332	6980622
5511332	7770342
5511332	7807512
5511332	7918672
5511332	9649222
5511332	10403222
5511332	10771662
5511332	11246242
5511332	12814822
5511332	13880632
5511332	14099695
5511332	14104331
5511332	14128054
5511332	14132503
5511332	14246362
5511332	14270757
5511332	14282169
5511332	14325463
5511332	14385232
5511332	14437914
5511332	14555801
5511332	14709419
5511332	14744335
5511332	15037964
5511332	15087889
5511332	15136484
5511332	15150152
5511332	15186308
5511332	15299259
5511332	15664760
5511332	15694556
5511332	15767195
5511332	15983210
5511332	16192159
5689832	789481
5689832	820585
5689832	2150981
5689832	3137331
5689832	12814822
5689832	15224134
5692542	29283
5692542	806323
5692542	1201491
5692542	1911641
5692542	2334631
5692542	3367381
5692542	3646761
5692542	7956142
5692542	9097712
5692542	9411482
5692542	14084825
5692542	14147395
5692542	14437914
5692542	14446171
5692542	14742520
5692542	15091876
5692542	15183193
5692542	15194469
5692542	15207713
5692542	15212897
5717882	662763
5717882	755452
5717882	8755102
5717882	9317092
5717882	9527242
5717882	11103302
5717882	14283309
5717882	15091876
5717882	15893319
5717992	1201491
5717992	14221389
5717992	15183193
5717992	15779252
5752932	1048951
5752932	5781852
5752932	7432722
5752932	7770342
5752932	14707240
5781852	5752932
5781852	13941892
5781852	14793018
5793822	13403
5793822	48263
5793822	79543
5793822	666913
5793822	973421
5793822	1201491
5793822	3237221
5793822	5839692
5793822	7833122
5793822	9368622
5793822	9640622
5793822	9976332
5793822	11096862
5793822	11549612
5793822	11752272
5793822	11840852
5793822	12046252
5793822	12363972
5793822	13486682
5793822	13662722
5793822	14084825
5793822	14098035
5793822	14181225
5793822	14493688
5793822	14497084
5793822	14753323
5793822	15115131
5793822	15224134
5793822	16156062
5839692	10516
5839692	79543
5839692	656663
5839692	662763
5839692	794186
5839692	1201491
5839692	1355401
5839692	1508231
5839692	5449422
5839692	6485392
5839692	9317092
5839692	11549612
5839692	13486682
5839692	14063622
5839692	14098035
5839692	14173840
5839692	14270757
5839692	15091876
5839692	15115131
5875352	755452
5875352	806323
5875352	973421
5875352	1221471
5879192	5907932
5879192	9411482
5879192	14744335
5879192	14793018
5879192	15186308
5879192	15664760
5907932	766298
5907932	4503491
5907932	5879192
5907932	6117452
5907932	7833122
5907932	8169862
5907932	9317092
5907932	9411482
5907932	10428342
5907932	14312285
5920872	71323
5920872	79543
5920872	662763
5920872	755452
5920872	779451
5920872	806323
5920872	816952
5920872	980611
5920872	1221471
5920872	1355401
5920872	1959901
5920872	2540851
5920872	3128101
5920872	5511332
5920872	6485392
5920872	6742412
5920872	6788872
5920872	7702542
5920872	8147432
5920872	9448792
5920872	9527242
5920872	9806742
5920872	9922782
5920872	10290042
5920872	10323542
5920872	10771662
5920872	11246242
5920872	11752272
5920872	14063622
5920872	14132503
5920872	14213399
5920872	14555801
5920872	14744335
5920872	14756912
5920872	15186308
5920872	15664760
5920872	15694556
5920872	15753937
5920872	15756083
5920872	15767195
5920872	16287495
5968702	11253262
5998452	608473
5998452	1201491
5998452	2150981
5998452	3099501
5998452	5511332
5998452	7702542
5998452	7752402
5998452	7770342
5998452	7807512
5998452	7918672
5998452	9411482
5998452	9527242
5998452	9976332
5998452	10475872
5998452	10771662
5998452	12168662
5998452	13880632
5998452	14132503
5998452	14173840
5998452	14282169
5998452	14296836
5998452	14437914
5998452	14620745
5998452	15037964
5998452	15150152
5998452	15535991
5998452	15572565
5998452	15627816
5998452	15693337
5998452	15767195
5998452	15838202
5998452	15983210
5998452	16287495
6035262	67923
6035262	79543
6035262	6789882
6035262	7752402
6035262	9806742
6035262	11253262
6035262	12814822
6035262	15224134
6117452	808758
6117452	816952
6117452	1049321
6117452	1508231
6117452	5907932
6117452	8169862
6117452	14980229
6117452	15077831
6117452	15115131
6147032	15251323
6211892	1221471
6211892	15794020
6292182	1201491
6292182	14719082
6292182	16042794
6292182	16153098
6411542	1040391
6411542	3099501
6411542	9411482
6411542	11253262
6411542	14787076
6411542	14898808
6411542	16042794
6424612	10355
6424612	980611
6424612	6789882
6424612	7770342
6424612	7898902
6424612	8567882
6424612	14293032
6424612	14756912
6424612	14983059
6424612	15487858
6424612	15672036
6424612	15779252
6471972	79543
6471972	662763
6471972	13662722
6485392	10355
6485392	79543
6485392	806323
6485392	1201491
6485392	1221471
6485392	1355401
6485392	2540851
6485392	3237221
6485392	5511332
6485392	5839692
6485392	5920872
6485392	6788872
6485392	7702542
6485392	7752402
6485392	7770342
6485392	8069572
6485392	10323542
6485392	10771662
6485392	10879802
6485392	14099695
6485392	14328364
6485392	15136484
6485392	15194469
6485392	15608555
6485392	15779252
6485392	15868503
6742412	1201491
6742412	1754241
6742412	1911641
6742412	1959901
6742412	2059051
6742412	5511332
6742412	5920872
6742412	6788872
6742412	7807512
6742412	10054832
6742412	12814822
6742412	14132503
6742412	14246362
6742412	14282169
6742412	14325463
6742412	14555801
6742412	14744335
6742412	14756912
6742412	14983059
6742412	15087889
6742412	15183193
6742412	15186308
6742412	15664760
6742412	15693337
6742412	15694556
6742412	15756083
6742412	15767195
6742412	15779252
6742412	16461236
6788872	29283
6788872	755452
6788872	1050111
6788872	1355401
6788872	3128101
6788872	3137331
6788872	5446992
6788872	5511332
6788872	5920872
6788872	6485392
6788872	6742412
6788872	6980622
6788872	7807512
6788872	7918672
6788872	9411482
6788872	10475872
6788872	10771662
6788872	11349252
6788872	12814822
6788872	14128054
6788872	14132503
6788872	14246362
6788872	14253797
6788872	14744335
6788872	15186308
6788872	15455810
6788872	15572565
6788872	15664760
6788872	15694556
6788872	15756083
6789882	10355
6789882	69583
6789882	808758
6789882	980611
6789882	1201491
6789882	6035262
6789882	6424612
6789882	7702542
6789882	7770342
6789882	7898902
6789882	8567882
6789882	11752272
6789882	14208721
6789882	14293032
6789882	14756912
6789882	14983059
6789882	15487858
6789882	15672036
6789882	15856895
6789882	15893319
6875072	11041
6875072	766298
6875072	10290042
6875072	12309692
6875072	14446171
6875072	14753323
6875072	15136484
6904702	16303271
6980622	1050111
6980622	1754241
6980622	2059051
6980622	3128101
6980622	3137331
6980622	5511332
6980622	6742412
6980622	6788872
6980622	7770342
6980622	7807512
6980622	7911232
6980622	7918672
6980622	9376172
6980622	9411482
6980622	9649222
6980622	10475872
6980622	11246242
6980622	11349252
6980622	12814822
6980622	13284792
6980622	14128054
6980622	14132503
6980622	14142059
6980622	14282169
6980622	14385232
6980622	14437914
6980622	14744335
6980622	15037964
6980622	15186308
6980622	15572565
6980622	15664760
6980622	15693337
6980622	15694556
6980622	15698349
6980622	15756083
6980622	15767195
7014162	820585
7014162	15251323
7057642	79543
7057642	1221471
7059772	816247
7059772	3421641
7059772	8069572
7059772	14437914
7059772	14936051
7174932	14099695
7234932	1698721
7234932	14493688
7260832	4417291
7260832	10482452
7260832	15893319
7261022	1711821
7261022	9174252
7419552	623033
7419552	14181225
7432722	5752932
7470422	1221471
7470422	1911641
7470422	3128101
7470422	8755102
7470422	11449752
7470422	14338572
7470422	15599470
7478632	79543
7478632	816202
7478632	816952
7478632	1508231
7478632	1695811
7478632	9448792
7478632	11063312
7478632	11253262
7478632	11349252
7478632	15907731
7478632	15935927
7563862	79543
7563862	755452
7563862	806323
7563862	812825
7563862	1221471
7563862	5483462
7563862	9317092
7563862	9411482
7563862	9527242
7563862	10290042
7563862	11390312
7563862	14312285
7563862	15893319
7702542	10355
7702542	1196381
7702542	1201491
7702542	1754241
7702542	3128101
7702542	5920872
7702542	5998452
7702542	6485392
7702542	6742412
7702542	6789882
7702542	7770342
7702542	9283282
7702542	10771662
7702542	10879802
7702542	12956942
7702542	14128054
7702542	14132503
7702542	14268618
7702542	14385232
7702542	14744335
7702542	14756912
7702542	14983059
7702542	15186308
7702542	15664760
7702542	15694556
7702542	15767195
7752402	13453
7752402	67923
7752402	79543
7752402	662763
7752402	755452
7752402	806323
7752402	816952
7752402	1050111
7752402	1196381
7752402	1221471
7752402	2059051
7752402	2540851
7752402	2857511
7752402	5449422
7752402	5998452
7752402	6035262
7752402	9097712
7752402	9317092
7752402	9527242
7752402	10716532
7752402	11063312
7752402	12453702
7752402	13524042
7752402	13786762
7752402	13918302
7752402	14312285
7752402	14437914
7752402	14709419
7752402	14758805
7752402	15091876
7752402	15664760
7752402	16103311
7762662	806323
7762662	1355401
7762662	7833122
7762662	7936932
7762662	10054832
7762662	14526684
7762662	14606165
7762662	14758805
7762662	15136484
7769402	9146202
7769402	11752272
7769402	14104331
7769402	14781518
7770342	10355
7770342	11781
7770342	29283
7770342	785164
7770342	980611
7770342	1040391
7770342	1201491
7770342	1221471
7770342	1754241
7770342	2540851
7770342	3370001
7770342	3421641
7770342	5511332
7770342	6424612
7770342	6485392
7770342	6789882
7770342	6980622
7770342	7702542
7770342	7898902
7770342	9411482
7770342	10203582
7770342	10716532
7770342	11253262
7770342	14173840
7770342	14282169
7770342	14293032
7770342	14302121
7770342	14427857
7770342	14437914
7770342	14515333
7770342	14607890
7770342	14949434
7770342	15194469
7770342	15487858
7770342	15504947
7770342	15535991
7770342	15672036
7770342	15753937
7770342	15779252
7770342	15856895
7770342	15893319
7770342	16042794
7799732	15224134
7799732	15935927
7807512	5449422
7807512	5511332
7807512	5998452
7807512	6742412
7807512	6980622
7807512	9368622
7807512	11246242
7807512	13880632
7807512	14132503
7807512	14282169
7807512	14744335
7807512	15186308
7807512	15664760
7833122	79543
7833122	608473
7833122	755452
7833122	806323
7833122	816952
7833122	820585
7833122	1196381
7833122	1221471
7833122	1355401
7833122	1423711
7833122	2540851
7833122	5907932
7833122	7762662
7833122	7936932
7833122	9317092
7833122	9527242
7833122	10203582
7833122	10879802
7833122	11253262
7833122	14092713
7833122	14191192
7833122	14526684
7833122	14758805
7833122	15136484
7833122	15834037
7833122	15893319
7854332	7769402
7854332	9317092
7854332	10691392
7854332	14104331
7857112	371183
7862582	1508231
7862582	10450342
7862582	11063312
7862582	11253262
7862582	14115051
7862582	14758805
7862582	14813827
7862582	16303271
7898902	10355
7898902	69583
7898902	608473
7898902	662763
7898902	980611
7898902	1201491
7898902	1221471
7898902	3421641
7898902	6424612
7898902	6789882
7898902	7770342
7898902	8567882
7898902	13593692
7898902	14099695
7898902	14293032
7898902	14296836
7898902	14753323
7898902	14756912
7898902	14983059
7898902	15487858
7898902	15672036
7911232	69583
7911232	1050111
7911232	1221471
7911232	3128101
7911232	3137331
7911232	6742412
7911232	6788872
7911232	6980622
7911232	10290042
7911232	11246242
7911232	11253262
7911232	12814822
7911232	14128054
7911232	14132503
7911232	14385232
7911232	14744335
7911232	15186308
7911232	15664760
7911232	15753937
7911232	16192159
7911232	16303271
7918672	922151
7918672	3128101
7918672	5511332
7918672	5998452
7918672	6788872
7918672	6980622
7918672	13880632
7918672	14132503
7918672	14282169
7918672	15037964
7918672	15150152
7918672	15186308
7918672	15572565
7918672	15664760
7918672	15694556
7918672	15767195
7918672	16287495
7936932	13403
7936932	79543
7936932	608473
7936932	806323
7936932	816952
7936932	1355401
7936932	7762662
7936932	7833122
7936932	8069572
7936932	9448792
7936932	10482452
7936932	14526684
7936932	14758805
7936932	15834037
7956142	4556
7956142	29283
7956142	638663
7956142	5692542
7956142	9376172
7956142	10482452
7956142	13918302
7956142	14437914
7956142	15163993
7956142	15224134
7985082	79543
7985082	755452
7985082	1201491
7985082	1221471
7985082	9527242
7985082	14079705
7985082	14328364
7985082	14427006
8006742	14132503
8006742	14282169
8006742	15664760
8069572	11781
8069572	13453
8069572	48263
8069572	67923
8069572	69583
8069572	71323
8069572	79543
8069572	608473
8069572	641333
8069572	662763
8069572	666913
8069572	755452
8069572	779451
8069572	785164
8069572	789254
8069572	806323
8069572	816247
8069572	816950
8069572	816952
8069572	820585
8069572	980611
8069572	1049321
8069572	1058241
8069572	1196381
8069572	1201491
8069572	1221471
8069572	1279371
8069572	1355401
8069572	1394361
8069572	1663131
8069572	1754241
8069572	1878461
8069572	1899671
8069572	2056341
8069572	2059051
8069572	2540851
8069572	2878161
8069572	3128101
8069572	3339171
8069572	3370001
8069572	3421641
8069572	3646761
8069572	3737291
8069572	5449422
8069572	5879192
8069572	5998452
8069572	6471972
8069572	6485392
8069572	6742412
8069572	7059772
8069572	7174932
8069572	7417632
8069572	7494822
8069572	7563862
8069572	7752402
8069572	7762662
8069572	7770342
8069572	7862582
8069572	7899242
8069572	7936932
8069572	8755102
8069572	9075622
8069572	9097712
8069572	9317092
8069572	9527242
8069572	9640622
8069572	9643812
8069572	9806742
8069572	9833962
8069572	9861112
8069572	9926792
8069572	10203582
8069572	10290042
8069572	10323542
8069572	10482452
8069572	10499812
8069572	10846482
8069572	11063312
8069572	11253262
8069572	11549612
8069572	11895852
8069572	12168662
8069572	12271492
8069572	12363972
8069572	12453702
8069572	13524042
8069572	13662722
8069572	13918302
8069572	14062535
8069572	14084825
8069572	14142059
8069572	14182457
8069572	14270757
8069572	14293032
8069572	14296836
8069572	14312285
8069572	14315246
8069572	14328364
8069572	14493688
8069572	14709419
8069572	14742520
8069572	14753323
8069572	14758805
8069572	14936051
8069572	14949434
8069572	15006445
8069572	15091876
8069572	15115131
8069572	15136484
8069572	15152529
8069572	15160137
8069572	15183193
8069572	15194469
8069572	15301800
8069572	15599470
8069572	15838202
8069572	15868503
8069572	15893319
8069572	15975726
8069572	16156062
8069572	16371078
8133862	16103311
8147432	79543
8147432	812825
8147432	816952
8147432	1201491
8147432	5920872
8147432	6485392
8147432	9973392
8147432	10771662
8147432	11253262
8147432	14104331
8147432	14225711
8147432	14246362
8147432	14756912
8147432	14793018
8147432	15686692
8161402	789254
8161402	10787422
8161402	14437914
8169862	1049321
8169862	5907932
8169862	6117452
8169862	14980229
8217552	755452
8217552	5483462
8217552	9527242
8217552	9973392
8217552	10323542
8217552	14063622
8217552	14640856
8217552	14936051
8245682	3103421
8453202	79543
8453202	666913
8453202	15152529
8485332	14296836
8514872	12046252
8514952	11041
8514952	79543
8567882	10355
8567882	69583
8567882	79543
8567882	816952
8567882	1201491
8567882	6424612
8567882	6742412
8567882	6789882
8567882	7770342
8567882	7898902
8567882	10030272
8567882	11253262
8567882	14293032
8567882	14756912
8567882	14983059
8567882	15487858
8567882	15672036
8567882	15893319
8567882	15975726
8609362	16303271
8731812	48263
8731812	11088702
8755102	973421
8755102	1911641
8755102	2183531
8755102	3128101
8755102	7470422
8755102	10482452
8755102	14062535
8755102	14099695
8755102	14282169
8755102	14437914
8755102	15152529
8755102	15779252
8845642	29283
8845642	79543
8845642	1221471
8845642	1355401
8845642	9527242
8845642	12046252
8845642	13662722
8845642	15115131
8845642	15779252
8845642	15834037
8890092	608473
8890092	3847661
9058502	2183531
9075622	79543
9075622	806323
9075622	1221471
9075622	5839692
9075622	8069572
9075622	9527242
9075622	10482452
9075622	10846482
9075622	11063312
9075622	11246242
9075622	12046252
9075622	14203462
9075622	14447648
9075622	15893319
9075622	16480644
9097712	67923
9097712	79543
9097712	662763
9097712	806323
9097712	816950
9097712	980611
9097712	1201491
9097712	1221471
9097712	2056341
9097712	2540851
9097712	5692542
9097712	5839692
9097712	6292182
9097712	7752402
9097712	8453202
9097712	9075622
9097712	9317092
9097712	9527242
9097712	9640622
9097712	9860352
9097712	9926792
9097712	12271492
9097712	13918302
9097712	14083477
9097712	14446171
9097712	14531330
9097712	15160137
9097712	15301800
9146202	1911641
9146202	11709082
9146202	14581040
9174252	973421
9174252	7261022
9174252	12448112
9179442	11103302
9282202	9295822
9283282	3128101
9283282	14325463
9283282	15664760
9283282	16287495
9295822	9282202
9295822	15751967
9317092	13453
9317092	48263
9317092	79543
9317092	662763
9317092	755452
9317092	779451
9317092	806323
9317092	823115
9317092	973421
9317092	1196381
9317092	1201491
9317092	1221471
9317092	1355401
9317092	1394361
9317092	2056341
9317092	3237221
9317092	3370001
9317092	5449422
9317092	5717882
9317092	5839692
9317092	5907932
9317092	6485392
9317092	7470422
9317092	7563862
9317092	7752402
9317092	7833122
9317092	7854332
9317092	8069572
9317092	9097712
9317092	9448792
9317092	9527242
9317092	9833962
9317092	10846482
9317092	11063312
9317092	11103302
9317092	11253262
9317092	11549612
9317092	12046252
9317092	13573582
9317092	13662722
9317092	14063622
9317092	14099695
9317092	14338572
9317092	14531330
9317092	14606165
9317092	14758805
9317092	14767356
9317092	14857950
9317092	15087889
9317092	15115131
9317092	15136484
9317092	15152529
9317092	15160137
9317092	15301800
9317092	15893319
9343272	15251890
9343272	15474842
9368622	7807512
9376172	29283
9376172	755294
9376172	3370001
9376172	6980622
9376172	7956142
9376172	11752272
9376172	14099695
9376172	14437914
9376172	15091876
9411482	29283
9411482	759287
9411482	1201491
9411482	1355401
9411482	1911641
9411482	2056341
9411482	2621551
9411482	5449422
9411482	5692542
9411482	5879192
9411482	5907932
9411482	5998452
9411482	6411542
9411482	6788872
9411482	6980622
9411482	7563862
9411482	7770342
9411482	9412172
9411482	9649222
9411482	11709082
9411482	12363972
9411482	13557972
9411482	14085740
9411482	14163652
9411482	14173840
9411482	14208721
9411482	14226315
9411482	14437914
9411482	14768471
9411482	14812442
9411482	15136484
9411482	15224134
9411482	15572565
9411482	15698349
9411482	15826907
9411482	15935927
9411482	15975726
9412172	759287
9412172	2183531
9412172	9411482
9439432	14437914
9448792	13403
9448792	79543
9448792	662763
9448792	779451
9448792	806323
9448792	1049321
9448792	1201491
9448792	1221471
9448792	1355401
9448792	2056341
9448792	5920872
9448792	7478632
9448792	7936932
9448792	9317092
9448792	9527242
9448792	11096862
9448792	12309692
9448792	12448112
9448792	14063622
9448792	14328364
9448792	14526684
9448792	14756912
9448792	14758805
9448792	15136484
9448792	15834037
9527242	48263
9527242	67923
9527242	79543
9527242	608473
9527242	662763
9527242	755294
9527242	755452
9527242	779451
9527242	806323
9527242	823115
9527242	973421
9527242	1049321
9527242	1196381
9527242	1201491
9527242	1221471
9527242	1279371
9527242	1355401
9527242	1508231
9527242	2056341
9527242	2540851
9527242	3128101
9527242	3237221
9527242	5483462
9527242	5717882
9527242	5920872
9527242	5998452
9527242	7563862
9527242	7752402
9527242	7833122
9527242	7985082
9527242	8069572
9527242	8217552
9527242	8845642
9527242	9075622
9527242	9097712
9527242	9317092
9527242	9448792
9527242	9861112
9527242	10482452
9527242	10771662
9527242	10846482
9527242	11063312
9527242	11103302
9527242	11349252
9527242	11752272
9527242	12046252
9527242	12233072
9527242	13524042
9527242	13573582
9527242	13752462
9527242	13918302
9527242	14062535
9527242	14063622
9527242	14083477
9527242	14142059
9527242	14173115
9527242	14203462
9527242	14208721
9527242	14283309
9527242	14315246
9527242	14328364
9527242	14369841
9527242	14385232
9527242	14386696
9527242	14447648
9527242	14497084
9527242	14531330
9527242	14570089
9527242	14576730
9527242	14753323
9527242	14813827
9527242	14857950
9527242	15087889
9527242	15115131
9527242	15160137
9527242	15559996
9527242	15608555
9527242	15826907
9527242	15834037
9527242	15868503
9527242	16156062
9527242	16371078
9534012	10355
9534012	15183193
9534012	15779252
9535522	12164222
9535522	14115051
9543992	4923701
9543992	13662722
9543992	14908714
9543992	15952927
9551102	10819792
9551102	14531330
9604892	54613
9604892	755452
9604892	14753323
9604892	15091876
9604892	15935927
9640622	13403
9640622	79543
9640622	755452
9640622	1049321
9640622	1201491
9640622	5502882
9640622	9097712
9640622	11549612
9640622	11752272
9640622	14063622
9643812	67923
9643812	1911641
9643812	3128101
9643812	10323542
9643812	14099695
9643812	14385232
9643812	14742520
9643812	14857950
9643812	14886572
9643812	15115131
9649222	922151
9649222	5449422
9649222	5511332
9649222	6980622
9649222	9411482
9649222	10771662
9649222	14282169
9649222	15037964
9649222	15077831
9649222	15186308
9717322	1050111
9717322	3137331
9717322	6980622
9717322	7911232
9717322	11246242
9717322	11253262
9717322	14099695
9805422	15495340
9806742	67923
9806742	79543
9806742	806323
9806742	808758
9806742	980611
9806742	1049321
9806742	1355401
9806742	5920872
9806742	6035262
9806742	8069572
9806742	10482452
9806742	10879802
9806742	14173840
9806742	14225711
9806742	14742520
9806742	15779252
9806742	15856895
9833962	1355401
9833962	5875352
9833962	8069572
9833962	9317092
9833962	9527242
9833962	11752272
9833962	13662722
9833962	14051471
9833962	14756912
9833962	15091876
9833962	16009476
9860352	71323
9860352	779451
9860352	5449422
9860352	9097712
9860352	9411482
9860352	14221389
9860352	14437914
9860352	14935605
9860352	14965268
9861112	79543
9861112	608473
9861112	812825
9861112	1196381
9861112	1201491
9861112	2540851
9861112	5449422
9861112	8069572
9861112	9527242
9861112	14063622
9861112	14104331
9861112	14427006
9861112	14576730
9861112	14753323
9861112	15152529
9861112	15893319
9870772	14857950
9922782	2606
9922782	67923
9922782	806323
9922782	1831611
9922782	5920872
9922782	9926792
9922782	10771662
9922782	14185041
9922782	14193010
9926792	79543
9926792	662763
9926792	1279371
9926792	1831611
9926792	9097712
9926792	14083477
9926792	14497084
9926792	15301800
9973392	29283
9973392	79543
9973392	662763
9973392	666913
9973392	806323
9973392	855601
9973392	1048951
9973392	1196381
9973392	1201491
9973392	1754241
9973392	1831611
9973392	3370001
9973392	5483462
9973392	7563862
9973392	8069572
9973392	8147432
9973392	8217552
9973392	11253262
9973392	12046252
9973392	14062535
9973392	14098035
9973392	14104331
9973392	14199050
9973392	14315246
9973392	14576730
9973392	14742520
9973392	14756912
9973392	14847940
9973392	14857950
9973392	14936051
9973392	15224134
9973392	15301800
9973392	15893319
9976332	1201491
9976332	5793822
9976332	5998452
9976332	11549612
9976332	11752272
9976332	16303271
10030272	1221471
10030272	14147395
10030272	14328364
10030272	14924971
10030272	15091876
10030272	15160137
10030272	15856895
10054832	10355
10054832	1201491
10054832	6742412
10054832	7762662
10054832	11752272
10054832	14246362
10054832	14549852
10054832	14620745
10054832	14753323
10054832	14756912
10054832	14983059
10054832	15136484
10054832	15779252
10054832	16377981
10105882	71323
10105882	4417291
10105882	13226412
10203582	10355
10203582	608473
10203582	1221471
10203582	5449422
10203582	7770342
10203582	7833122
10203582	11253262
10203582	13557972
10203582	14385232
10203582	14742520
10203582	15779252
10203582	15838202
10290042	79543
10290042	779451
10290042	816952
10290042	1201491
10290042	5920872
10290042	11752272
10290042	15163993
10323542	1221471
10323542	5920872
10323542	6485392
10323542	8217552
10323542	9643812
10323542	11246242
10323542	11752272
10323542	14099695
10370592	9295822
10403222	5511332
10403222	14099695
10428342	5907932
10428342	14447648
10450342	1201491
10450342	7862582
10450342	11253262
10450342	14908714
10450342	16303271
10475872	1754241
10475872	2059051
10475872	3128101
10475872	5998452
10475872	6788872
10475872	10771662
10475872	13880632
10475872	14128054
10475872	14132503
10475872	14282169
