from	to
9480572	14465607
10168082	14465607
10728582	14465607
10791692	14465607
10929352	14465607
11102352	14465607
11246242	14465607
11640472	14465607
12144232	14465607
12372812	14465607
12414952	14465607
12591732	14465607
12788332	14465607
12896172	14465607
13493302	14465607
14129299	14465607
14132503	14465607
14152172	14465607
14165438	14465607
14173840	14465607
14243257	14465607
14248963	14465607
14327577	14465607
14347931	14465607
14389132	14465607
14412101	14465607
14437914	14465607
14455321	14465607
14511951	14465607
14529929	14465607
14720411	14465607
14725237	14465607
14728168	14465607
14730894	14465607
14792049	14465607
14869994	14465607
14915146	14465607
15097698	14465607
15292471	14465607
15292813	14465607
15335079	14465607
15356407	14465607
15428227	14465607
15451696	14465607
15454730	14465607
15458694	14465607
15485532	14465607
15612282	14465607
15639786	14465607
15650882	14465607
15675138	14465607
15693660	14465607
15725359	14465607
15749725	14465607
15762819	14465607
15784302	14465607
15807367	14465607
15814268	14465607
15850830	14465607
15950463	14465607
15959560	14465607
15964729	14465607
15976697	14465607
16058545	14465607
16082787	14465607
16146117	14465607
16147260	14465607
16157855	14465607
16168407	14465607
16178588	14465607
16233111	14465607
16248413	14465607
16259511	14465607
16274815	14465607
16349648	14465607
16425299	14465607
16491845	14465607
16492765	14465607
16500945	14465607
16514451	14465607
16563576	14465607
16664681	14465607
16672662	14465607
16681146	14465607
16787084	14465607
16847994	14465607
16887628	14465607
16890518	14465607
16930489	14465607
16984304	14465607
17058879	14465607
17094311	14465607
17118279	14465607
17175083	14465607
17232340	14465607
17233536	14465607
17293906	14465607
17383566	14465607
17416221	14465607
17461226	14465607
17586312	14465607
17609675	14465607
17611447	14465607
17627001	14465607
17777458	14465607
17791736	14465607
17833400	14465607
17903209	14465607
17920055	14465607
17924677	14465607
17934084	14465607
17965110	14465607
17976923	14465607
18005085	14465607
18019121	14465607
18037344	14465607
18057537	14465607
18057820	14465607
18058317	14465607
18108950	14465607
18170310	14465607
18172905	14465607
18176907	14465607
18204604	14465607
18205674	14465607
18220818	14465607
18244206	14465607
18319515	14465607
18461227	14465607
18566907	14465607
18664838	14465607
18693598	14465607
18713667	14465607
18717803	14465607
18774342	14465607
18791763	14465607
18793546	14465607
18916061	14465607
18948075	14465607
18964129	14465607
19014959	14465607
19017604	14465607
19128897	14465607
19197093	14465607
19208942	14465607
19325222	14465607
19367142	14465607
19473742	14465607
19739126	14465607
19745574	14465607
19833417	14465607
20004153	14465607
20016443	14465607
20113397	14465607
20250020	14465607
20405322	14465607
20421430	14465607
20686232	14465607
20719333	14465607
20720536	14465607
20732463	14465607
20859704	14465607
20869267	14465607
20958510	14465607
20963802	14465607
21044127	14465607
21059384	14465607
21136403	14465607
21146211	14465607
21165440	14465607
21286108	14465607
21486588	14465607
21541548	14465607
21627881	14465607
21631487	14465607
21635070	14465607
21664279	14465607
21707592	14465607
21717987	14465607
21917063	14465607
21980816	14465607
22037129	14465607
22066415	14465607
22217443	14465607
22222325	14465607
22243973	14465607
22254371	14465607
22509548	14465607
22528832	14465607
22643800	14465607
23203636	14465607
23255247	14465607
23271088	14465607
23580800	14465607
23760680	14465607
23861321	14465607
23951197	14465607
23978460	14465607
24247270	14465607
24280515	14465607
24369882	14465607
24592453	14465607
24634910	14465607
24733117	14465607
25222162	14465607
25471311	14465607
25542877	14465607
25857217	14465607
25882617	14465607
26121456	14465607
26379293	14465607
26430264	14465607
26459660	14465607
26714962	14465607
27156793	14465607
27676828	14465607
27741612	14465607
27897429	14465607
28162811	14465607
28176898	14465607
30858943	14465607
31057963	14465607
31175661	14465607
31271968	14465607
33334770	14465607
33972168	14465607
34050945	14465607
34058536	14465607
34537273	14465607
34927577	14465607
35132974	14465607
35573790	14465607
35761278	14465607
36541952	14465607
36584147	14465607
36837132	14465607
37049965	14465607
37248934	14465607
37760670	14465607
38021361	14465607
38237450	14465607
40175024	14465607
40380990	14465607
40553282	14465607
40959209	14465607
41683723	14465607
43624027	14465607
43632419	14465607
45190383	14465607
45450902	14465607
47142049	14465607
47697376	14465607
47762195	14465607
47839770	14465607
48047188	14465607
48734531	14465607
49059418	14465607
54669212	14465607
55914930	14465607
56864092	14465607
813286	14479687
813286	14483334
10376152	14483334
17884446	14483334
19917266	14483334
8633	14511951
813286	14511951
820585	14511951
1146211	14511951
2065521	14511951
2884771	14511951
3819931	14511951
4264291	14511951
5299452	14511951
5357812	14511951
5442642	14511951
5709522	14511951
5986922	14511951
7036002	14511951
7234682	14511951
7804342	14511951
8542882	14511951
9562092	14511951
10069612	14511951
10085872	14511951
11740672	14511951
12081832	14511951
12788332	14511951
13035282	14511951
13493302	14511951
14049145	14511951
14063540	14511951
14129299	14511951
14173840	14511951
14266637	14511951
14270329	14511951
14274132	14511951
14347931	14511951
14405285	14511951
14437914	14511951
14454892	14511951
14455321	14511951
14465607	14511951
14541184	14511951
14648152	14511951
14740408	14511951
14752085	14511951
14819061	14511951
14924233	14511951
15009171	14511951
15146870	14511951
15201891	14511951
15280197	14511951
15302379	14511951
15356145	14511951
15359014	14511951
15397067	14511951
15429247	14511951
15458694	14511951
15478685	14511951
15648418	14511951
15680092	14511951
15734630	14511951
15750214	14511951
15763141	14511951
15774048	14511951
15807367	14511951
15959560	14511951
15976988	14511951
15986207	14511951
16017195	14511951
16021608	14511951
16051263	14511951
16072058	14511951
16077204	14511951
16118417	14511951
16214545	14511951
16256826	14511951
16279527	14511951
16297707	14511951
16305494	14511951
16370091	14511951
16425299	14511951
16441325	14511951
16502238	14511951
16503569	14511951
16545933	14511951
16664681	14511951
16674443	14511951
16809012	14511951
16812342	14511951
16837019	14511951
16854311	14511951
16906137	14511951
16935023	14511951
17014037	14511951
17150022	14511951
17223014	14511951
17232340	14511951
17241517	14511951
17489079	14511951
17541488	14511951
17602541	14511951
17636414	14511951
17664330	14511951
17787079	14511951
17877229	14511951
17920055	14511951
17957392	14511951
17976923	14511951
18003520	14511951
18170310	14511951
18172905	14511951
18220818	14511951
18365568	14511951
18401107	14511951
18449536	14511951
18464266	14511951
18507316	14511951
18767699	14511951
18791763	14511951
19128897	14511951
19253863	14511951
19410233	14511951
19468168	14511951
19512725	14511951
19658173	14511951
19833417	14511951
19865528	14511951
20269254	14511951
20371105	14511951
20421430	14511951
20610385	14511951
20720536	14511951
20925854	14511951
20959509	14511951
21117305	14511951
21136403	14511951
21253935	14511951
21274455	14511951
21301933	14511951
21305965	14511951
21307076	14511951
21316936	14511951
21344248	14511951
21450142	14511951
21696279	14511951
21717987	14511951
21779441	14511951
21793751	14511951
21956780	14511951
21965285	14511951
21980816	14511951
22010026	14511951
22029138	14511951
22181755	14511951
22503224	14511951
22509548	14511951
22738950	14511951
22791554	14511951
23352319	14511951
23882350	14511951
24187243	14511951
24196684	14511951
24405200	14511951
24591291	14511951
24769507	14511951
24771318	14511951
24795477	14511951
24886943	14511951
25672636	14511951
25891954	14511951
25896141	14511951
26379293	14511951
26642006	14511951
26657119	14511951
26670829	14511951
27156793	14511951
27512951	14511951
27642995	14511951
27722951	14511951
28176898	14511951
28425127	14511951
28448216	14511951
28499938	14511951
28682751	14511951
30050899	14511951
30900591	14511951
32191750	14511951
32646461	14511951
34871734	14511951
35013862	14511951
35418669	14511951
35811347	14511951
37049965	14511951
37089229	14511951
37501173	14511951
37714344	14511951
40175024	14511951
40938614	14511951
43035186	14511951
45456873	14511951
46213956	14511951
46589764	14511951
47142049	14511951
47632905	14511951
47762195	14511951
47839770	14511951
48112717	14511951
53210156	14511951
54257746	14511951
3365	14529929
8633	14529929
13413	14529929
650903	14529929
813286	14529929
820694	14529929
1106501	14529929
1653161	14529929
3125721	14529929
3237221	14529929
3497941	14529929
3819931	14529929
4090261	14529929
4119741	14529929
4923811	14529929
5145071	14529929
5442642	14529929
5469742	14529929
5484532	14529929
5556352	14529929
5923062	14529929
6021962	14529929
6685382	14529929
6750202	14529929
6980622	14529929
7334712	14529929
7359842	14529929
7712832	14529929
7713202	14529929
7804342	14529929
7841652	14529929
8234132	14529929
8245262	14529929
8430612	14529929
8431652	14529929
9480572	14529929
9532402	14529929
10220892	14529929
10376152	14529929
10929352	14529929
11134252	14529929
11203972	14529929
11246242	14529929
11640472	14529929
11740672	14529929
11775252	14529929
11776802	14529929
11849832	14529929
12372812	14529929
12414952	14529929
12788332	14529929
12896172	14529929
13067732	14529929
13493302	14529929
13524182	14529929
14049145	14529929
14106207	14529929
14129299	14529929
14132503	14529929
14144520	14529929
14152172	14529929
14242376	14529929
14248963	14529929
14261642	14529929
14267557	14529929
14289923	14529929
14412101	14529929
14412533	14529929
14437914	14529929
14455321	14529929
14465607	14529929
14511951	14529929
14648201	14529929
14728168	14529929
14752085	14529929
14819061	14529929
14869994	14529929
14960700	14529929
15009171	14529929
15046662	14529929
15166261	14529929
15182798	14529929
15201891	14529929
15220768	14529929
15232705	14529929
15292471	14529929
15292813	14529929
15302379	14529929
15335534	14529929
15356145	14529929
15356407	14529929
15368940	14529929
15394954	14529929
15428227	14529929
15451696	14529929
15458694	14529929
15485532	14529929
15552221	14529929
15639786	14529929
15693660	14529929
15698824	14529929
15707714	14529929
15711730	14529929
15749725	14529929
15762819	14529929
15763141	14529929
15772931	14529929
15784302	14529929
15795580	14529929
15807367	14529929
15816595	14529929
15850830	14529929
15919864	14529929
15921945	14529929
15976988	14529929
16002804	14529929
16020483	14529929
16021608	14529929
16058545	14529929
16072058	14529929
16081831	14529929
16118417	14529929
16157855	14529929
16168407	14529929
16178588	14529929
16190045	14529929
16198434	14529929
16259511	14529929
16297707	14529929
16313934	14529929
16345959	14529929
16348134	14529929
16349648	14529929
16366143	14529929
16370091	14529929
16425299	14529929
16431039	14529929
16475573	14529929
16491845	14529929
16500945	14529929
16504112	14529929
16514451	14529929
16581824	14529929
16601460	14529929
16664681	14529929
16671841	14529929
16672662	14529929
16681146	14529929
16781837	14529929
16787084	14529929
16808167	14529929
16831827	14529929
16875531	14529929
16890518	14529929
16906137	14529929
16930489	14529929
16935023	14529929
17004618	14529929
17004629	14529929
17043155	14529929
17058879	14529929
17088305	14529929
17118279	14529929
17150022	14529929
17233536	14529929
17241517	14529929
17383566	14529929
17387589	14529929
17388022	14529929
17489079	14529929
17586312	14529929
17602541	14529929
17609675	14529929
17611447	14529929
17627001	14529929
17666303	14529929
17800397	14529929
17833400	14529929
17838040	14529929
17845639	14529929
17877229	14529929
17884446	14529929
17903209	14529929
17905825	14529929
17918065	14529929
17924677	14529929
17934084	14529929
17957392	14529929
17976923	14529929
18005085	14529929
18019121	14529929
18037344	14529929
18057537	14529929
18100454	14529929
18108950	14529929
18168799	14529929
18170310	14529929
18172905	14529929
18176907	14529929
18195853	14529929
18204604	14529929
18205674	14529929
18220818	14529929
18244206	14529929
18407451	14529929
18449536	14529929
18464266	14529929
18618881	14529929
18634085	14529929
18677260	14529929
18678924	14529929
18791763	14529929
18793546	14529929
18804231	14529929
18891923	14529929
18909534	14529929
18978553	14529929
19017604	14529929
19084896	14529929
19128897	14529929
19130861	14529929
19173787	14529929
19238116	14529929
19409472	14529929
19416225	14529929
19500327	14529929
19556791	14529929
19612749	14529929
19739126	14529929
19788618	14529929
19833417	14529929
19917266	14529929
20144541	14529929
20182089	14529929
20243128	14529929
20245031	14529929
20250020	14529929
20378448	14529929
20405322	14529929
20421430	14529929
20720536	14529929
20819456	14529929
20825532	14529929
20869267	14529929
20925854	14529929
20939349	14529929
20963802	14529929
20981234	14529929
21017269	14529929
21046753	14529929
21136403	14529929
21253935	14529929
21268897	14529929
21286108	14529929
21301933	14529929
21307076	14529929
21417832	14529929
21452918	14529929
21486588	14529929
21567649	14529929
21612122	14529929
21627881	14529929
21664279	14529929
21696279	14529929
21697217	14529929
21717987	14529929
21795901	14529929
21857709	14529929
21879831	14529929
21925604	14529929
21965285	14529929
22037129	14529929
22069212	14529929
22080314	14529929
22179069	14529929
22222325	14529929
22375126	14529929
22509548	14529929
22528832	14529929
22737278	14529929
22802466	14529929
22831555	14529929
22883726	14529929
23026825	14529929
23028892	14529929
23255247	14529929
23271088	14529929
23352319	14529929
23480093	14529929
23951197	14529929
24002724	14529929
24187243	14529929
24212955	14529929
24332308	14529929
24408575	14529929
24431892	14529929
24591291	14529929
24592453	14529929
24712487	14529929
24795477	14529929
25542877	14529929
25744313	14529929
25848164	14529929
25857217	14529929
26212597	14529929
26298125	14529929
26379293	14529929
26430264	14529929
26657119	14529929
26777550	14529929
26812918	14529929
26826241	14529929
26918145	14529929
27156793	14529929
27512951	14529929
28212516	14529929
28425127	14529929
28448216	14529929
29090846	14529929
29120250	14529929
29136568	14529929
29452206	14529929
30029087	14529929
30050899	14529929
30229316	14529929
30320271	14529929
31033636	14529929
31179766	14529929
31291086	14529929
32138043	14529929
32497478	14529929
32517594	14529929
33734271	14529929
33855204	14529929
33986037	14529929
34537273	14529929
34698840	14529929
35013862	14529929
35132974	14529929
35573790	14529929
35761278	14529929
36841912	14529929
37049965	14529929
37063147	14529929
37137019	14529929
37248934	14529929
37642098	14529929
37760670	14529929
38021361	14529929
40116885	14529929
40175024	14529929
40380990	14529929
40553282	14529929
40606959	14529929
40891843	14529929
40959209	14529929
41193257	14529929
41373006	14529929
41683723	14529929
41850196	14529929
42094599	14529929
43624027	14529929
43632419	14529929
43708436	14529929
44307083	14529929
45275237	14529929
45648676	14529929
46176168	14529929
46213956	14529929
46746151	14529929
47142049	14529929
47632905	14529929
47762195	14529929
47839770	14529929
48109396	14529929
48566603	14529929
49026824	14529929
50325797	14529929
52180914	14529929
53578813	14529929
54085152	14529929
56149176	14529929
56864092	14529929
813286	14541184
14792049	14541184
21627881	14541184
10376152	14554800
16262329	14554800
17175083	14554800
17233536	14554800
17903266	14554800
17928925	14554800
18713667	14554800
18791763	14554800
18891923	14554800
19679854	14554800
20963802	14554800
21059384	14554800
25941604	14554800
27676828	14554800
37248934	14554800
43248814	14554800
48566603	14554800
813286	14554889
15959560	14554889
813286	14563564
813286	14570002
16077165	14574380
41373006	14574380
2467791	14602259
12372812	14602259
14262217	14602259
14377872	14602259
14437914	14602259
15201891	14602259
15458694	14602259
16514451	14602259
16664681	14602259
17566505	14602259
18172905	14602259
20250020	14602259
23255247	14602259
27642995	14602259
35811347	14602259
813286	14648152
18791763	14648152
7619982	14648201
9295212	14648201
14270329	14648201
15182798	14648201
15359014	14648201
15959560	14648201
17376439	14648201
19784501	14648201
20421430	14648201
20720536	14648201
21356559	14648201
22883726	14648201
27642995	14648201
32668095	14648201
34022477	14648201
3365	14695985
5357812	14695985
5484532	14695985
5923062	14695985
7334712	14695985
10069612	14695985
10220892	14695985
13493302	14695985
14129299	14695985
14141323	14695985
14327577	14695985
14377872	14695985
14437914	14695985
14511951	14695985
14960700	14695985
15458694	14695985
15750214	14695985
15807367	14695985
15976697	14695985
16021608	14695985
16072058	14695985
16170115	14695985
16313934	14695985
16370091	14695985
16434558	14695985
16563576	14695985
16674443	14695985
17092444	14695985
18618881	14695985
19496008	14695985
19970336	14695985
21165440	14695985
21696279	14695985
24771318	14695985
26657119	14695985
27642995	14695985
28448216	14695985
49386346	14695985
813286	14702746
15770837	14702746
15959560	14702746
16366143	14702746
17118279	14702746
17150022	14702746
18057537	14702746
20421430	14702746
813286	14703036
18791763	14703036
813286	14706239
15784302	14706239
32191750	14706239
24303	14720411
694563	14720411
790344	14720411
813286	14720411
1653161	14720411
2608911	14720411
3819931	14720411
4923811	14720411
5145071	14720411
5469742	14720411
5950272	14720411
6685382	14720411
6980622	14720411
7039122	14720411
7099112	14720411
7221182	14720411
7234682	14720411
7359842	14720411
7619982	14720411
7702542	14720411
7712832	14720411
7730052	14720411
8234132	14720411
8430612	14720411
8542882	14720411
9295212	14720411
9376622	14720411
10168082	14720411
10376152	14720411
11102352	14720411
11256622	14720411
12788332	14720411
13837532	14720411
14129299	14720411
14132503	14720411
14152172	14720411
14165438	14720411
14270329	14720411
14344823	14720411
14437914	14720411
14465607	14720411
14725237	14720411
14728168	14720411
14730894	14720411
14759966	14720411
14805088	14720411
14869994	14720411
14915146	14720411
14998257	14720411
15097698	14720411
15174710	14720411
15207668	14720411
15302379	14720411
15394954	14720411
15428227	14720411
15450996	14720411
15451696	14720411
15454730	14720411
15458694	14720411
15612282	14720411
15650882	14720411
15693660	14720411
15698824	14720411
15707714	14720411
15711730	14720411
15712262	14720411
15729622	14720411
15749725	14720411
15756944	14720411
15762819	14720411
15850830	14720411
15941955	14720411
15950463	14720411
15959560	14720411
15976697	14720411
16054602	14720411
16120295	14720411
16122121	14720411
16146117	14720411
16147260	14720411
16168407	14720411
16233111	14720411
16248413	14720411
16274815	14720411
16305494	14720411
16335288	14720411
16345959	14720411
16349648	14720411
16447162	14720411
16480425	14720411
16491845	14720411
16514451	14720411
16601460	14720411
16664681	14720411
16674443	14720411
16681146	14720411
16689723	14720411
16854311	14720411
16875531	14720411
16890518	14720411
16930489	14720411
17058879	14720411
17094311	14720411
17133044	14720411
17169823	14720411
17175083	14720411
17233536	14720411
17387589	14720411
17416221	14720411
17461226	14720411
17602541	14720411
17609675	14720411
17611447	14720411
17627001	14720411
17629004	14720411
17718887	14720411
17777458	14720411
17778413	14720411
17791736	14720411
17800397	14720411
17807633	14720411
17833400	14720411
17903209	14720411
17905825	14720411
17914772	14720411
17920055	14720411
17924677	14720411
17934084	14720411
17965110	14720411
17971455	14720411
17976923	14720411
17989541	14720411
18019121	14720411
18027211	14720411
18037344	14720411
18057537	14720411
18057820	14720411
18058317	14720411
18100454	14720411
18108950	14720411
18166778	14720411
18170310	14720411
18176907	14720411
18204604	14720411
18205674	14720411
18244206	14720411
18286677	14720411
18289357	14720411
18299707	14720411
18319515	14720411
18385910	14720411
18403114	14720411
18461227	14720411
18548184	14720411
18566907	14720411
18664838	14720411
18693598	14720411
18713667	14720411
18717803	14720411
18774342	14720411
18791763	14720411
18793546	14720411
18862302	14720411
18925783	14720411
19197093	14720411
19208942	14720411
19311664	14720411
19325222	14720411
19408986	14720411
19473742	14720411
19598319	14720411
19679854	14720411
19739126	14720411
19745574	14720411
19834459	14720411
19917266	14720411
20016443	14720411
20113397	14720411
20144541	14720411
20250020	14720411
20269254	14720411
20405322	14720411
20686232	14720411
20719333	14720411
20732463	14720411
20869267	14720411
20939349	14720411
20958510	14720411
20963802	14720411
21044127	14720411
21046753	14720411
21048033	14720411
21059384	14720411
21417832	14720411
21541548	14720411
21627881	14720411
21631487	14720411
21664279	14720411
21707592	14720411
21857709	14720411
22217443	14720411
22243973	14720411
22416413	14720411
22528832	14720411
22643800	14720411
23022687	14720411
23203636	14720411
23216903	14720411
23255247	14720411
23271088	14720411
23673239	14720411
23696410	14720411
23861321	14720411
23862487	14720411
23978460	14720411
24247270	14720411
24592453	14720411
24733117	14720411
25222162	14720411
25504953	14720411
25857217	14720411
25882617	14720411
25910039	14720411
25922006	14720411
25941604	14720411
26248258	14720411
26430264	14720411
26459660	14720411
26714962	14720411
26749459	14720411
26918145	14720411
27502479	14720411
27513648	14720411
27676828	14720411
27897429	14720411
28162811	14720411
28176898	14720411
28263009	14720411
29120250	14720411
29350302	14720411
29716801	14720411
30858943	14720411
31057963	14720411
31175661	14720411
31271968	14720411
32497478	14720411
32927258	14720411
33972168	14720411
34050945	14720411
34058536	14720411
34537273	14720411
34698840	14720411
34927577	14720411
34993057	14720411
35573790	14720411
36515018	14720411
36539277	14720411
37248934	14720411
38237450	14720411
40380990	14720411
41204530	14720411
41683723	14720411
46719826	14720411
55926025	14720411
694563	14725237
813286	14725237
1653161	14725237
2608911	14725237
4923811	14725237
5145071	14725237
5357812	14725237
5950272	14725237
6750202	14725237
6980622	14725237
7039122	14725237
8234132	14725237
8542882	14725237
9295212	14725237
11102352	14725237
11256622	14725237
12144232	14725237
14132503	14725237
14389132	14725237
14465607	14725237
14720411	14725237
14728168	14725237
14730894	14725237
14915146	14725237
14998257	14725237
15428227	14725237
15612282	14725237
15650882	14725237
15707714	14725237
15711730	14725237
15749725	14725237
15763141	14725237
15850830	14725237
15950463	14725237
15959560	14725237
16147260	14725237
16168407	14725237
16248413	14725237
16274815	14725237
16345959	14725237
16349648	14725237
16480425	14725237
16491845	14725237
16514451	14725237
16672662	14725237
16733030	14725237
16875531	14725237
17058879	14725237
17175083	14725237
17233536	14725237
17461226	14725237
17609675	14725237
17611447	14725237
17627001	14725237
17777458	14725237
17791736	14725237
17800397	14725237
17903209	14725237
17928925	14725237
17934084	14725237
17965110	14725237
18019121	14725237
18037344	14725237
18204604	14725237
18286677	14725237
18319515	14725237
18664838	14725237
18693598	14725237
18713667	14725237
18791763	14725237
18805666	14725237
19473742	14725237
19679854	14725237
19732044	14725237
19739126	14725237
19745574	14725237
20144541	14725237
20250020	14725237
20405322	14725237
20719333	14725237
20732463	14725237
20869267	14725237
20939349	14725237
20958510	14725237
21044127	14725237
21046753	14725237
21059384	14725237
21136403	14725237
21486588	14725237
21541548	14725237
21627881	14725237
21631487	14725237
21664279	14725237
21707592	14725237
21857709	14725237
22217443	14725237
22243973	14725237
23028892	14725237
23203636	14725237
23216903	14725237
23255247	14725237
23580800	14725237
23673239	14725237
23696410	14725237
24247270	14725237
24733117	14725237
25630018	14725237
25848164	14725237
25882617	14725237
25910039	14725237
25941604	14725237
26430264	14725237
26714962	14725237
26918145	14725237
27156793	14725237
27502479	14725237
27759798	14725237
27783848	14725237
27897429	14725237
28162811	14725237
28263009	14725237
29350302	14725237
29716801	14725237
31175661	14725237
32927258	14725237
34050945	14725237
34927577	14725237
38122727	14725237
38685681	14725237
43248814	14725237
24303	14728168
694563	14728168
790344	14728168
813286	14728168
1653161	14728168
2608911	14728168
3497941	14728168
4923811	14728168
5145071	14728168
5357812	14728168
5469742	14728168
5484532	14728168
5506992	14728168
5923062	14728168
5986922	14728168
6685382	14728168
6980622	14728168
7039122	14728168
7359842	14728168
7387552	14728168
7702542	14728168
7730052	14728168
7841652	14728168
8234132	14728168
8406952	14728168
8430612	14728168
10168082	14728168
10376152	14728168
11102352	14728168
11134252	14728168
11203972	14728168
11246242	14728168
12414952	14728168
12591732	14728168
12788332	14728168
14132503	14728168
14152172	14728168
14165438	14728168
14267557	14728168
14344823	14728168
14352112	14728168
14465607	14728168
14725237	14728168
14869994	14728168
14915146	14728168
15046662	14728168
15097698	14728168
15207668	14728168
15302379	14728168
15394954	14728168
15428227	14728168
15451696	14728168
15454730	14728168
15458694	14728168
15485532	14728168
15552221	14728168
15612282	14728168
15650882	14728168
15675138	14728168
15707714	14728168
15711730	14728168
15725359	14728168
15749725	14728168
15762819	14728168
15807367	14728168
15850830	14728168
15950463	14728168
15959560	14728168
15968882	14728168
15976697	14728168
16037181	14728168
16068181	14728168
16147260	14728168
16233111	14728168
16259511	14728168
16274815	14728168
16313934	14728168
16345959	14728168
16354078	14728168
16480425	14728168
16491845	14728168
16500945	14728168
16664681	14728168
16681146	14728168
16689723	14728168
16837019	14728168
16840724	14728168
16854311	14728168
16875531	14728168
16890518	14728168
16930489	14728168
16935023	14728168
17058879	14728168
17118279	14728168
17233536	14728168
17376439	14728168
17387589	14728168
17416221	14728168
17461226	14728168
17566505	14728168
17602541	14728168
17609675	14728168
17611447	14728168
17627001	14728168
17718887	14728168
17777458	14728168
17807633	14728168
17903209	14728168
17914772	14728168
17918065	14728168
17934084	14728168
17965110	14728168
17971455	14728168
17976923	14728168
17989541	14728168
18005085	14728168
18019121	14728168
18037344	14728168
18050303	14728168
18057820	14728168
18100454	14728168
18108950	14728168
18166778	14728168
18170310	14728168
18176907	14728168
18204604	14728168
18205674	14728168
18244206	14728168
18286677	14728168
18289357	14728168
18385910	14728168
18403114	14728168
18461227	14728168
18566907	14728168
18677260	14728168
18693598	14728168
18713667	14728168
18791763	14728168
18925783	14728168
18948075	14728168
19017604	14728168
19197093	14728168
19208942	14728168
19325222	14728168
19473742	14728168
19917266	14728168
20113397	14728168
20459426	14728168
20686232	14728168
20732463	14728168
20939349	14728168
20958510	14728168
20963802	14728168
21044127	14728168
21048033	14728168
21059384	14728168
21136403	14728168
21286108	14728168
21417832	14728168
21541548	14728168
21634627	14728168
21717987	14728168
21857709	14728168
22037129	14728168
22217443	14728168
22243973	14728168
22254371	14728168
22528832	14728168
23028892	14728168
23673239	14728168
23696410	14728168
24733117	14728168
25542877	14728168
25630018	14728168
25857217	14728168
26248258	14728168
26430264	14728168
26533227	14728168
26918145	14728168
27502479	14728168
28162811	14728168
28176898	14728168
29350302	14728168
31057963	14728168
31175661	14728168
32497478	14728168
32927258	14728168
33972168	14728168
34698840	14728168
34927577	14728168
35132974	14728168
35761278	14728168
38021361	14728168
40297420	14728168
40380990	14728168
40891843	14728168
41683723	14728168
694563	14730894
813286	14730894
1106501	14730894
1653161	14730894
3497941	14730894
4923811	14730894
5144511	14730894
5145071	14730894
5357812	14730894
5469742	14730894
5484532	14730894
5923062	14730894
5950272	14730894
6980622	14730894
7039122	14730894
7234682	14730894
7730052	14730894
8234132	14730894
9376622	14730894
10168082	14730894
10376152	14730894
11102352	14730894
11134252	14730894
11246242	14730894
11256622	14730894
12591732	14730894
12788332	14730894
14129299	14730894
14132503	14730894
14165438	14730894
14465607	14730894
14725237	14730894
14728168	14730894
14869994	14730894
14915146	14730894
14998257	14730894
15046662	14730894
15116570	14730894
15146870	14730894
15207668	14730894
15302379	14730894
15302774	14730894
15394954	14730894
15428227	14730894
15451696	14730894
15458694	14730894
15478685	14730894
15552221	14730894
15650882	14730894
15698824	14730894
15707714	14730894
15711730	14730894
15729622	14730894
15749725	14730894
15795580	14730894
15850830	14730894
15950463	14730894
15976697	14730894
16146117	14730894
16147260	14730894
16168407	14730894
16191083	14730894
16233111	14730894
16248413	14730894
16259511	14730894
16274815	14730894
16313934	14730894
16345959	14730894
16349648	14730894
16480425	14730894
16491845	14730894
16492765	14730894
16500945	14730894
16514451	14730894
16601460	14730894
16781837	14730894
16840724	14730894
16875531	14730894
16890518	14730894
16935023	14730894
17058879	14730894
17062230	14730894
17118279	14730894
17169823	14730894
17233536	14730894
17387589	14730894
17461226	14730894
17518344	14730894
17566505	14730894
17586312	14730894
17602541	14730894
17609675	14730894
17611447	14730894
17627001	14730894
17629004	14730894
17718887	14730894
17777458	14730894
17778413	14730894
17791736	14730894
17800397	14730894
17807633	14730894
17903209	14730894
17914772	14730894
17924677	14730894
17928925	14730894
17934084	14730894
17965110	14730894
17976923	14730894
17999392	14730894
18019121	14730894
18037344	14730894
18057820	14730894
18100454	14730894
18108950	14730894
18166778	14730894
18170310	14730894
18204604	14730894
18205674	14730894
18244206	14730894
18286677	14730894
18299707	14730894
18319515	14730894
18385910	14730894
18403114	14730894
18456220	14730894
18461227	14730894
18566907	14730894
18693598	14730894
18713667	14730894
18774342	14730894
18791763	14730894
18793546	14730894
18964129	14730894
19197093	14730894
19208942	14730894
19238116	14730894
19325222	14730894
19359749	14730894
19473742	14730894
19598319	14730894
19679854	14730894
19739126	14730894
19745574	14730894
19917266	14730894
20004153	14730894
20097342	14730894
20113397	14730894
20144541	14730894
20250020	14730894
20265794	14730894
20405322	14730894
20719333	14730894
20720536	14730894
20859704	14730894
20869267	14730894
20939349	14730894
20958510	14730894
20963802	14730894
21044127	14730894
21046753	14730894
21059384	14730894
21136403	14730894
21286108	14730894
21344248	14730894
21406683	14730894
21486588	14730894
21603385	14730894
21627881	14730894
21631487	14730894
21664279	14730894
21707592	14730894
21857709	14730894
22037129	14730894
22217443	14730894
22243973	14730894
22416413	14730894
22498541	14730894
22528832	14730894
22643800	14730894
23022687	14730894
23028892	14730894
23203636	14730894
23216903	14730894
23255247	14730894
23271088	14730894
23673239	14730894
23696410	14730894
23978460	14730894
24592453	14730894
24733117	14730894
25093414	14730894
25630018	14730894
25848164	14730894
25857217	14730894
25882617	14730894
25910039	14730894
26248258	14730894
26298125	14730894
26459660	14730894
